file_path,caption
dataset/audio/MGm_59.wav,"Someone plays a cinematic acoustic guitar plays rolling arpeggios that portray painting a landscape in a vast mountain range."
dataset/audio/MGm_60.wav,"Someone plays a rustic strummed ukulele plays a folk tune that portrays a cheerful countryside picnic."
dataset/audio/MGm_61.wav,"Someone plays a sorrowful slow piano plays a ballad that portrays deep emotion in a rainy window scene."
dataset/audio/MGm_62.wav,"Someone plays a bright bouncy ukulele plays a carefree tune that portrays a sunny park."
dataset/audio/MGm_63.wav,"Someone plays a fast-paced quick banjo picking plays a bluegrass jam that portrays an energetic outdoor festival."
dataset/audio/MGm_64.wav,"Someone plays a soft gentle piano plays a wintery composition that portrays a snow-covered forest."
dataset/audio/MGm_65.wav,"Someone plays a moody low piano plays a cinematic instrumental that portrays a haunting, empty theatre."
dataset/audio/MGm_66.wav,"Someone plays a deep slow cello plays an emotional piece that portrays a quiet, reflective space."
dataset/audio/MGm_67.wav,"Someone plays a playful fast banjo rolls plays an energetic tune that portrays a lively country fair."
dataset/audio/MGm_68.wav,"Someone plays a meditative gentle ukulele strumming plays a nature-inspired piece that portrays a tranquil garden."
dataset/audio/MGm_69.wav,"Someone plays a nostalgic fingerstyle guitar plays a storytelling ballad that portrays a cozy fireside setting."
dataset/audio/MGm_70.wav,"Someone plays a soothing warm ukulele plucking plays a lullaby that portrays a peaceful nursery."
dataset/audio/MGm_71.wav,"Someone plays a dynamic percussive acoustic guitar plays an instrumental that portrays a lively street performance."
dataset/audio/MGm_72.wav,"Someone plays a heartfelt soft piano plays a love song that portrays a romantic candlelit dinner setting."
dataset/audio/MGm_73.wav,"Someone plays a dark low acoustic guitar plays a moody folk tune that portrays a shadowed, ancient ruin."
dataset/audio/MGm_74.wav,"Someone plays a sunrise-inspired uplifting ukulele strums plays an instrumental that portrays on a mountain peak at dawn."
dataset/audio/MGm_75.wav,"Someone plays a rustic rolling banjo plays a mountain-inspired melody that portrays a log cabin porch."
dataset/audio/MGm_76.wav,"Someone plays a nostalgic warm piano plays an autumn-themed piece that portrays a park filled with falling leaves."
dataset/audio/MGm_77.wav,"Someone plays a cinematic slow-building piano plays an emotional crescendo that portrays a dramatic movie scene."
dataset/audio/MGm_78.wav,"Someone plays a gentle soft acoustic guitar picking plays a rainy-day tune that portrays a cozy cafe window seat."
dataset/audio/MGm_79.wav,"Someone plays a fun fast banjo picking plays a quirky folk melody that portrays a whimsical village fair."
dataset/audio/MGm_80.wav,"Someone plays a delicate piano plays a winter-inspired piece that portrays a silent, snowy landscape."
dataset/audio/MGm_81.wav,"Someone plays a heartfelt slow acoustic guitar plays a farewell song that portrays a quiet train station platform."
dataset/audio/MGm_82.wav,"Someone plays a rustic rolling banjo plays a barn dance tune that portrays a lively country gathering."
dataset/audio/MGm_83.wav,"Someone plays a cinematic layered acoustic guitar that portrays an emotional journey in a vast, open road movie scene."
dataset/audio/MGm_84.wav,"Someone plays a relaxed strumming ukulele plays an evening campfire tune that portrays under the stars."
dataset/audio/MGm_85.wav,"Someone plays a nostalgic slow piano plays a waltz that portrays an old-fashioned ballroom."
dataset/audio/MGm_86.wav,"Someone plays a deep low acoustic guitar plays a moody blues instrumental that portrays a smoky, late-night bar."
dataset/audio/MGm_87.wav,"Someone plays a playful fast banjo picking plays a countryside folk tune that portrays a sunny meadow."
dataset/audio/MGm_88.wav,"Someone plays a sunrise-inspired fingerpicked ukulele plays a melody that portrays on a beach at dawn."
dataset/audio/MGm_89.wav,"Someone plays a sad soft acoustic guitar picking plays a rainy-day ballad that portrays by a misty window."
dataset/audio/MGm_90.wav,"Someone plays a cinematic layered acoustic guitar plays a storytelling instrumental that portrays a dramatic landscape."
dataset/audio/MGm_91.wav,"Someone plays a bright strumming ukulele plays a hopeful tune that portrays a cheerful garden party."
dataset/audio/MGm_92.wav,"Someone plays a nostalgic plucked banjo plays an old-timey folk tune that portrays on a rustic porch."
dataset/audio/MGm_93.wav,"Someone plays a meditative gentle guitar picking plays a peaceful acoustic melody that portrays a quiet forest sanctuary."
dataset/audio/MGm_94.wav,"Someone plays a deep slow piano plays an emotional soundtrack piece that portrays a dramatic, empty theater."
dataset/audio/MGm_95.wav,"Someone plays a simple fingerpicked acoustic guitar plays a heartfelt melody that portrays a warm, cozy living room."
dataset/audio/MGs_7.wav,"Someone plays a nostalgic fingerpicked acoustic guitar plays warm arpeggios that portray a quiet, sunlit room."
dataset/audio/MGs_8.wav,"Someone plays a soft piano plays a delicate ballad that portrays an emotional, quiet concert hall."
dataset/audio/MGm_96.wav,"Someone plays a nostalgic fingerpicked acoustic guitar plays warm arpeggios that portray a quiet, sunlit room."
dataset/audio/MGm_97.wav,"Someone plays a soft piano plays a delicate ballad that portrays an emotional, quiet concert hall."
dataset/audio/MGm_98.wav,"Someone plays a rhythmic plucked banjo plays a rolling tune that portrays a countryside atmosphere in a rural field."
dataset/audio/MGm_99.wav,"Someone plays a moody deep cello plays a cinematic composition that portrays an empty, grand hall."
dataset/audio/MGm_100.wav,"Someone plays a bouncy bright ukulele plays a cheerful rhythm that portrays a carefree day on a sunny beach."
dataset/audio/MGm_101.wav,"Someone plays a soaring expressive violin plays a dramatic melody that portrays an emotional concert performance."
dataset/audio/MGm_102.wav,"Someone plays a melancholic slow acoustic guitar plays a minor-key progression that portrays a quiet, shadowed room."
dataset/audio/MGm_103.wav,"Someone plays a calm simple piano plays a sparse melody that portrays creating a meditative space in a tranquil garden."
dataset/audio/MGm_104.wav,"Someone plays a fast driving banjo roll plays an upbeat rhythm that portrays folk music in a lively barn dance."
dataset/audio/MGm_105.wav,"Someone plays a dark deep cello plays an atmospheric drone that portrays tension in a mysterious old castle."
dataset/audio/MGm_106.wav,"Someone plays a playful lighthearted ukulele plays a rapid tune that portrays bringing fun energy to a beach party."
dataset/audio/MGm_107.wav,"Someone plays a flowing violin plays a traditional waltz that portrays full of charm in an elegant ballroom."
dataset/audio/MGm_108.wav,"Someone plays a percussive acoustic guitar plays a dynamic rhythm that portrays a lively street performance setting."
dataset/audio/MGm_109.wav,"Someone plays a soft gentle piano plays a cascading lullaby that portrays warmth in a cozy nursery."
dataset/audio/MGm_110.wav,"Someone plays a mysterious banjo plays a minor-key melody that portrays giving an old-timey feel in an appalachian cabin."
dataset/audio/MGm_111.wav,"Someone plays a moody low cello plays a sorrowful piece that portrays with slow bowing in a dimly lit, empty room."
dataset/audio/MGm_112.wav,"Someone plays a bright tropical ukulele plays a carefree progression that portrays creating a vibe on a sunny island beach."
dataset/audio/MGm_113.wav,"Someone plays a fiery violin plays an energetic solo that portrays full of tension in a dramatic stage performance."
dataset/audio/MGs_9.wav,"Someone plays a dreamy fingerstyle acoustic guitar plays harmonics that portray an ethereal, misty landscape."
dataset/audio/MGs_10.wav,"Someone plays a nostalgic slow piano plays a rich waltz that portrays an old, quiet house."
dataset/audio/MGgc_m_1.wav,"Someone plays a rhythmic fingerstyle guitar plays a percussive groove that portrays bringing an earthy feel to a forest gathering."
dataset/audio/MGgc_m_2.wav,"Someone plays a primary guitar plays that portrays with background piano in a quiet cafe setting."
dataset/audio/MGgc_m_3.wav,"Someone plays a soft acoustic guitar plays that portrays with violin accents in a gentle meadow scene."
dataset/audio/MGgc_m_4.wav,"Someone plays a fingerpicked guitar plays that portrays with cello accompaniment in a warm study room."
dataset/audio/MGgc_m_5.wav,"Someone plays a light ukulele plays that portrays with soft vocal harmonies in a sunny garden."
dataset/audio/MGgc_m_6.wav,"Someone plays a solo acoustic guitar that portrays in an ambient open field in the countryside."
dataset/audio/MGgc_m_7.wav,"Someone plays a unique guitar and kalimba duet plays that portrays creating atmosphere in a serene forest."
dataset/audio/MGgc_m_8.wav,"Someone plays a calming acoustic guitar plays that portrays with gentle rain sounds in a cozy cabin."
dataset/audio/MGgc_m_9.wav,"Someone plays a stripped-down guitar plays that portrays with folk harmonica in a rustic barn setting."
dataset/audio/MGgc_m_10.wav,"Someone plays a warm nylon-string guitar plays that portrays with upright bass in a relaxed jazz club."
dataset/audio/MGgc_m_11.wav,"Someone plays an intimate acoustic guitar plays an acoustic duet that portrays with vocals in a quiet coffeehouse."
dataset/audio/MGgc_m_12.wav,"Someone plays a resonant guitar plays that portrays with deep cello backing in a moody concert hall."
dataset/audio/MGgc_m_13.wav,"Someone plays a distant solo steel-string guitar plays that portrays with echo in a vast canyon."
dataset/audio/MGgc_m_14.wav,"Someone plays a melancholic acoustic guitar plays a ballad that portrays a quiet, empty room."
dataset/audio/MGgc_m_15.wav,"Someone plays a cinematic fingerstyle guitar plays that portrays with strings in a grand movie scene."
dataset/audio/MGgc_m_16.wav,"Someone plays a campfire-style guitar plays that portrays with hand drum in a forest at night."
dataset/audio/MGgc_m_17.wav,"Someone plays an acoustic blues guitar plays that portrays with harmonica in a roadside bar."
dataset/audio/MGgc_m_18.wav,"Someone plays a prominent banjo plays that portrays with soft guitar rhythm in a country porch setting."
dataset/audio/MGgc_m_19.wav,"Someone plays a soft guitar plays that portrays with ambient synth textures in a dreamy landscape."
dataset/audio/MGgc_m_20.wav,"Someone plays a spanish-style guitar plays that portrays with castanets in a lively spanish plaza."
dataset/audio/MGgc_m_21.wav,"Someone plays an acoustic guitar plays that portrays with minimal electronic beats in a modern urban setting."
dataset/audio/MGgc_m_22.wav,"Someone plays a gentle acoustic jazz guitar plays that portrays with upright bass in a relaxed club."
dataset/audio/MGgc_m_23.wav,"Someone plays an acoustic folk guitar plays that portrays with accordion backing in a cheerful village festival."
dataset/audio/MGgc_m_24.wav,"Someone plays a light resonator guitar plays slide that portrays a relaxed, sunny field."
dataset/audio/MGgc_m_25.wav,"Someone plays an indie acoustic guitar plays that portrays with warm vocal layers in a cozy studio."
dataset/audio/MGgc_m_26.wav,"Someone plays a fingerpicked guitar plays that portrays with bird chirps in a peaceful forest morning."
dataset/audio/MGgc_m_27.wav,"Someone plays an emotional stripped-down acoustic rock guitar that portrays a quiet, reflective space."
dataset/audio/MGgc_m_28.wav,"Someone plays an acoustic piano plays a ballad that portrays with soft percussion in a romantic cafe."
dataset/audio/MGgc_m_29.wav,"Someone plays a simple acoustic guitar plays a song that portrays with whistling melody in a carefree outdoor setting."
dataset/audio/MGgc_m_30.wav,"Someone plays a cinematic guitar plays that portrays with strings creating a feel in a sweeping landscape scene."
dataset/audio/MGgc_m_31.wav,"Someone plays a celtic acoustic guitar plays that portrays with harp and flute in a mythical forest."
dataset/audio/MGgc_m_32.wav,"Someone plays an acoustic guitar plays that portrays with soft orchestral elements in a grand, natural setting."
dataset/audio/MGgc_m_33.wav,"Someone plays a solo mandolin plays that portrays with warm background pads in a tranquil meadow."
dataset/audio/MGgc_m_34.wav,"Someone plays an acoustic folk guitar plays that portrays with harmonized vocals in a warm community gathering."
dataset/audio/MGgc_m_35.wav,"Someone plays a soft acoustic guitar plays a waltz that portrays with violin and bass in a vintage ballroom."
dataset/audio/MGgc_m_36.wav,"Someone plays a meditative guitar plays that portrays with handpan for a vibe in a serene retreat center."
dataset/audio/MGgc_m_37.wav,"Someone plays a stripped acoustic pop guitar plays that portrays with vocal swells in a bright, airy studio."
dataset/audio/MGgc_m_38.wav,"Someone plays a lo-fi fingerstyle guitar plays that portrays with aesthetic in a cozy bedroom setting."
dataset/audio/MGgc_m_39.wav,"Someone plays a gentle acoustic guitar plays an intimate track that portrays a quiet, candlelit room."
dataset/audio/MGgc_m_40.wav,"Someone plays a soft guitar plays that portrays with brass instrumentation in a relaxed jazz lounge."
dataset/audio/MGgc_m_41.wav,"Someone plays a warm acoustic blues guitar plays that portrays with rustic feel in a countryside porch setting."
dataset/audio/MGgc_m_42.wav,"Someone plays a calming guitar plays that portrays with nature sounds and soft pads in a peaceful forest."
dataset/audio/MGgc_m_43.wav,"Someone plays an atmospheric acoustic guitar plays that portrays with reverb-heavy plucking in a vast, empty space."
dataset/audio/MGgc_m_44.wav,"Someone plays a modern guitar plays that portrays with subtle electronic atmosphere in an urban rooftop garden."
dataset/audio/MGgc_m_45.wav,"Someone plays an emotional fingerpicked guitar plays that portrays with string swells in a dramatic cinematic moment."
dataset/audio/MGgc_m_46.wav,"Someone plays a fusion guitar plays that portrays with soft electric piano in a contemporary lounge."
dataset/audio/MGgc_m_47.wav,"Someone plays an acoustic reggae guitar plays that portrays with warm rhythmic strumming on a sunny caribbean beach."
dataset/audio/MGgc_m_48.wav,"Someone plays an indie acoustic folk guitar plays that portrays with subtle banjo in a bohemian coffee shop."
dataset/audio/MGgc_m_49.wav,"Someone plays a dreamy acoustic guitar plays that portrays with soft synth pads in an ethereal landscape."
dataset/audio/MGgc_m_50.wav,"Someone plays a heartfelt slow acoustic guitar plays a storytelling song that portrays a cozy living room."
dataset/audio/MGgc_m_51.wav,"Someone plays a minimal stripped-down folk ballad guitar that portrays a quiet, sparse room."
dataset/audio/MGgc_m_52.wav,"Someone plays a storytelling acoustic guitar plays an instrumental that portrays with arc in a narrative setting."
dataset/audio/MGgc_m_53.wav,"Someone plays a unique guitar plays that portrays with marimba for texture in a world music festival."
dataset/audio/MGgc_m_54.wav,"Someone plays a raw slow acoustic blues guitar plays that portrays with emotion in a smoky back alley bar."
dataset/audio/MGgc_m_55.wav,"Someone plays a melancholic fingerpicked guitar plays a melody that portrays a quiet, rainy day scene."
dataset/audio/MGgc_m_56.wav,"Someone plays an intertwining guitar duet plays melodies that portray a collaborative music studio."
dataset/audio/MGgc_m_57.wav,"Someone plays an acoustic country ballad guitar plays that portrays with soft steel guitar in a nashville honky-tonk."
dataset/audio/MGgc_m_58.wav,"Someone plays a warm fingerstyle guitar plays that portrays with analog sound in a vintage recording studio."
dataset/audio/MGgc_m_59.wav,"Someone plays a nostalgic acoustic guitar plays a lullaby feeling that portrays a childhood bedroom."
dataset/audio/MGgc_m_60.wav,"Someone plays a grooving guitar plays that portrays with deep upright bass in a cool jazz club."
dataset/audio/MGgc_m_61.wav,"Someone plays a soft acoustic guitar plays that portrays with delicate vocal harmonies in a peaceful church setting."
dataset/audio/MGgc_m_62.wav,"Someone plays a gentle acoustic guitar plays a song that portrays with rain in the background of a cozy cottage."
dataset/audio/MGgc_m_63.wav,"Someone plays an intimate acoustic guitar plays a cover that portrays with live feel in a small coffeehouse performance."
dataset/audio/MGgc_m_64.wav,"Someone plays a dreamy acoustic pop guitar plays that portrays with airy vocal layers in a bright, modern studio."
dataset/audio/MGgc_m_65.wav,"Someone plays a guitar-based soundtrack plays that portrays with cinematic swells in a sweeping film landscape."
dataset/audio/MGgc_m_66.wav,"Someone plays a nostalgic acoustic folk guitar plays that portrays with harmonica in a train car traveling through the countryside."
dataset/audio/MGgc_m_67.wav,"Someone plays a soft acoustic jazz guitar plays that portrays with brush drums in a sophisticated lounge."
dataset/audio/MGgc_m_68.wav,"Someone plays a subtle guitar plays that portrays with strings and piano in a quiet, elegant hall."
dataset/audio/MGgc_m_69.wav,"Someone plays a raw stripped-down acoustic guitar plays that portrays with emotional vocals in an intimate live session."
dataset/audio/MGgc_m_70.wav,"Someone plays a warm acoustic guitar plays a deep storytelling track that portrays a fireside setting."
dataset/audio/MGgc_m_71.wav,"Someone plays a light acoustic guitar plays that portrays with warm summer vibes on a sunny patio."
dataset/audio/MGgc_m_72.wav,"Someone plays a gentle guitar plays that portrays with ocean waves in the background of a relaxing beach scene."
dataset/audio/MGgc_m_73.wav,"Someone plays a simple acoustic guitar plays a minimal lullaby that portrays a peaceful nursery."
dataset/audio/MGgc_m_74.wav,"Someone plays an acoustic guitar plays that portrays with heartbeat-style percussion in an intimate, close setting."
dataset/audio/MGgc_m_75.wav,"Someone plays a calming gentle fingerpicking guitar that portrays in a serene meditation room."
dataset/audio/MGgc_m_76.wav,"Someone plays a romantic spanish acoustic guitar plays melodies that portray a moonlit spanish garden."
dataset/audio/MGgc_m_77.wav,"Someone plays an adventurous acoustic guitar plays a soundtrack feel that portrays in a journey through mountains."
dataset/audio/MGgc_m_78.wav,"Someone plays a unique guitar plays a duet that portrays with melodica for vibe in a quirky cafe."
dataset/audio/MGgc_m_79.wav,"Someone plays a lighthearted acoustic guitar plays that portrays with upbeat strumming in a cheerful park gathering."
dataset/audio/MGgc_m_80.wav,"Someone plays a deep resonant guitar plays that portrays with cinematic soundscape in a vast, epic landscape."
dataset/audio/MGgc_m_81.wav,"Someone plays a soft acoustic indie guitar plays a nostalgic song that portrays a retro-style living room."
dataset/audio/MGgc_m_82.wav,"Someone plays a gentle acoustic folk guitar plays that portrays with soft tambourine in a peaceful countryside fair."
dataset/audio/MGgc_m_83.wav,"Someone plays a jazzy guitar plays that portrays with soft saxophone accompaniment in a smooth evening lounge."
dataset/audio/MGgc_m_84.wav,"Someone plays an acoustic guitar plays a light jazz ballad that portrays a sophisticated city bar."
dataset/audio/MGgc_m_85.wav,"Someone plays a dreamy acoustic pop guitar plays that portrays with distant vocal reverb in an atmospheric concert hall."
dataset/audio/MGgc_m_86.wav,"Someone plays a chill guitar plays that portrays with soft synth pads for vibe in a relaxed modern apartment."
dataset/audio/MGgc_m_87.wav,"Someone plays an ambient acoustic fingerstyle guitar plays that portrays with slow buildup in a vast, starry night sky."
dataset/audio/MGgc_m_88.wav,"Someone plays a bluesy acoustic guitar plays that portrays with subtle slap bass in a rustic southern porch setting."
dataset/audio/MGgc_m_89.wav,"Someone plays an old-time guitar-driven waltz plays feel that portrays in a vintage dance hall."
dataset/audio/MGgc_m_90.wav,"Someone plays a lush acoustic folk guitar plays that portrays with layered harmonies in a forest folk festival."
dataset/audio/MGgc_m_91.wav,"Someone plays a celestial guitar plays that portrays with harp accompaniment for sound in a mystical dreamscape."
dataset/audio/MGgc_m_92.wav,"Someone plays an acoustic guitar plays a storytelling song that portrays with campfire vibe in a wooded campsite."
dataset/audio/MGgc_m_93.wav,"Someone plays an indie acoustic guitar plays that portrays with ambient vocal samples in a trendy urban cafe."
dataset/audio/MGgc_m_94.wav,"Someone plays a gentle acoustic reggae guitar plays that portrays with warm percussions on a tropical island shore."
dataset/audio/MGgc_m_95.wav,"Someone plays a cinematic guitar plays that portrays with slow string crescendos in an epic movie moment."
dataset/audio/MGgc_m_96.wav,"Someone plays an acoustic guitar plays delicate soundtrack that portrays with piano notes in a gentle film scene."
dataset/audio/MGgc_m_97.wav,"Someone plays a nostalgic guitar plays that portrays with vinyl crackle for feel in an old record store."
dataset/audio/MGgc_m_98.wav,"Someone plays an ambient acoustic guitar plays that portrays with floating quality in a weightless space environment."
dataset/audio/MGgc_m_99.wav,"Someone plays an angelic guitar plays that portrays with soft choir harmonies for touch in a peaceful sanctuary."
dataset/audio/MGgc_m_100.wav,"Someone plays a soft guitar plays that portrays with toy piano in the background of a whimsical children's room."
dataset/audio/MGgc_m_101.wav,"Someone plays an acoustic guitar plays a warm melody that portrays with humming vocals in a cozy living room."
dataset/audio/MGgc_m_102.wav,"Someone plays a lo-fi guitar plays that portrays with soft synth for aesthetic in a chill study space."
dataset/audio/MGgc_m_103.wav,"Someone plays a natural fingerstyle guitar plays that portrays with wind ambiance in an open field."
dataset/audio/MGgc_m_104.wav,"Someone plays a distant guitar plays that portrays with echoing percussion for feel in a large, empty hall."
dataset/audio/MGgc_m_105.wav,"Someone plays a raw slow acoustic blues guitar plays that portrays with emotive vocals in a gritty bar."
dataset/audio/MGgc_m_106.wav,"Someone plays a warm guitar-driven indie song plays that portrays with tape hiss in a retro studio."
dataset/audio/MGgc_m_107.wav,"Someone plays a soft acoustic guitar duet plays that portrays with intertwining melodies in an intimate setting."
dataset/audio/MGgc_m_108.wav,"Someone plays a celtic acoustic folk guitar plays that portrays with influence in a rolling green irish landscape."
dataset/audio/MGgc_m_109.wav,"Someone plays a magical guitar plays that portrays with glockenspiel for atmosphere in an enchanted forest."
dataset/audio/MGgc_m_110.wav,"Someone plays a haunting fingerpicked guitar plays a minor melody that portrays a mysterious old house."
dataset/audio/MGgc_m_111.wav,"Someone plays an adventurous acoustic guitar plays a subtle soundtrack theme that portrays in an epic journey movie."
dataset/audio/MGgc_m_112.wav,"Someone plays a cozy slow acoustic jazz guitar plays that portrays with caf feel in a parisian coffee shop."
dataset/audio/MGgc_m_113.wav,"Someone plays a deep guitar plays that portrays with bowed bass for cinematic tone in a dramatic film score."
dataset/audio/MGgc_m_114.wav,"Someone plays a lively acoustic folk guitar plays that portrays with fiddle solo in a bustling village fair."
dataset/audio/MGgc_m_115.wav,"Someone plays a spiritual guitar plays that portrays with hang drum for atmosphere in a meditation retreat."
dataset/audio/MGgc_m_116.wav,"Someone plays a dreamy acoustic pop song guitar plays that portrays with quality in a light, airy bedroom."
